Book-name	Author	Publisher	Publish-time	ISBN	img-src	book-introduction	author-introduction	Score	commments	5-stars	4-stars	3-stars	2-stars	1-stars
解忧杂货店	[日]东野圭吾	南海出版公司	2014-5	9787544270878	https://img3.doubanio.com/view/subject/l/public/s27264181.jpg	现代人内心流失的东西，这家杂货店能帮你找回——	东野圭吾	8.5 	548421	48.7%	39.4%	10.8%	0.9%	0.2%
活着	余华	作家出版社	2012-8-1	9787506365437	https://img3.doubanio.com/view/subject/l/public/s29053580.jpg	《活着(新版)》讲述了农村人福贵悲惨的人生遭遇。福贵本是个阔少爷，可他嗜赌如命，终于赌光了家业，一贫如洗。他的父亲被他活活气死，母亲则在穷困中患了重病，福贵前去求药，却在途中被国民党抓去当壮丁。经过几番波折回到家里，才知道母亲早已去世，妻子家珍含辛茹苦地养大两个儿女。此后更加悲惨的命运一次又一次降临到福贵身上，他的妻子、儿女和孙子相继死去，最后只剩福贵和一头老牛相依为命，但老人依旧活着，仿佛比往日更加洒脱与坚强。	NULL	9.4 	351130	75.4%	22.1%	2.3%	0.1%	0.1%
追风筝的人	[美]卡勒德·胡赛尼	上海人民出版社	2006-5	9787208061644	https://img3.doubanio.com/view/subject/l/public/s1727290.jpg	12岁的阿富汗富家少爷阿米尔与仆人哈桑情同手足。然而，在一场风筝比赛后，发生了一件悲惨不堪的事，阿米尔为自己的懦弱感到自责和痛苦，逼走了哈桑，不久，自己也跟随父亲逃往美国。	NULL	8.9 	551290	57.1%	35.5%	6.7%	0.5%	0.2%
白夜行	[日]东野圭吾	南海出版公司	2008-9	9787544242516	https://img3.doubanio.com/view/subject/l/public/s4610502.jpg	“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海枯石烂，只剩下一个冰冷绝望的诡计，最后一丝温情也被完全抛弃，万千读者在一曲救赎罪恶的凄苦爱情中悲切动容……	东野圭吾，日本著名作家。1958年生于大阪。1985年，以第31届江户川乱步奖获奖作品《放学后》出道，开始扬名立万。20年作品逾60部，几乎囊括日本所有大奖：1999年，《秘密》获第52届日本推理作家协会奖，入围第120届直木奖；2000年，《白夜行》入围第122届直木奖；2001年，《暗恋》入围第125届直木奖；2004年，《幻夜》入围第131届直木奖；2006年的《嫌疑人X的献身》，获得第134届直木奖、第6届本格推理小说大奖。	9.1 	409774	65.2%	29.2%	5.0%	0.4%	0.2%
嫌疑人X的献身	[日]东野圭吾	南海出版公司	2008-9	9787544241694	https://img3.doubanio.com/view/subject/l/public/s3254244.jpg	百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。	NULL	8.9 	341652	54.8%	37.1%	7.5%	0.4%	0.2%
三体	刘慈欣	重庆出版社	2008-1	9787536692930	https://img1.doubanio.com/view/subject/l/public/s2768378.jpg	文化大革命如火如荼进行的同时。军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的命运。地球文明向宇宙发出的第一声啼鸣，以太阳为中心，以光速向宇宙深处飞驰……	刘慈欣，祖籍河南，长于山西，中国科普作家协会会员，山西省作家协会会员，高级工程师。	8.8 	326960	60.5%	31.2%	7.1%	0.8%	0.4%
平凡的世界（全三部）	路遥	人民文学出版社	2005-1	9787020049295	https://img3.doubanio.com/view/subject/l/public/s1144911.jpg	《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广阔背景下，通过复杂的矛盾纠葛，刻划社会各阶层众多普通人的形象。劳动与爱情，挫折与追求，痛苦与欢乐，日常生活与巨大社会冲突，纷繁地交织在一起，深刻地展示了普通人在大时代历史进程中所走过的艰难曲折的道路。	路遥（1949年—1992年），陕西清涧人。1973年入延安大学中文系学习。1976年大学毕业后，先后在《陕西文艺》和《延河》杂志做编辑工作。1978年开始发表作品。著有长篇小说《平凡的世界》，中篇小说《惊心动魄的一幕》《人生》等。曾任陕西省作家协会副主席。	9.0 	207335	66.0%	27.0%	6.0%	0.7%	0.4%
围城	钱钟书	人民文学出版社	1991-2	9787020024759	https://img3.doubanio.com/view/subject/l/public/s1070222.jpg	NULL	钱钟书(1910－1998)，字哲良，默存，号槐聚，中国江苏无锡人，中国近代著名作家、 文学研究家。毕业于清华大学外文系，获文学学士，赴上海，到光华大学任教。后考取第三届(1935年)庚子赔款公费留学资格，名列榜首，留学英国牛津大学 埃克塞特学院。大学毕业后任教于多所高校。新中国成立后被评为一级教授。晚年就职于中国社会科学院，任副院长。其夫人杨绛也是著名作家，育有一女钱媛(1937年-1997年)。曾为《毛泽东选集》英文版翻译小组成员。1998年逝世，享年88岁。	8.9 	321149	57.3%	35.2%	7.1%	0.3%	0.1%
红楼梦	[清]曹雪芹著	人民文学出版社	1996-12	9787020002207	https://img1.doubanio.com/view/subject/l/public/s1070959.jpg	NULL	NULL	9.6 	232562	82.9%	14.1%	2.5%	0.3%	0.2%
小王子	[法]圣埃克苏佩里	人民文学出版社	2003-8	9787020042494	https://img3.doubanio.com/view/subject/l/public/s1103152.jpg	NULL	"安托万·德·圣埃克苏佩里（Antoine de Saint-Exupery, 1900-1944）1900年6月29日出生在法国里昂。他曾经有志于报考海军学院，未能如愿，却有幸成了空军的一员。1923年退役后，先后从事过各种不同的职业。"	9.0 	472865	64.1%	28.5%	6.7%	0.5%	0.2%
许三观卖血记	余华	南海出版公司	1998-9	9787544211765	https://img3.doubanio.com/view/subject/l/public/s1074291.jpg	《许三观卖血记》是余华1995年创作的一部长篇小说，它以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述了许三观靠着卖血渡过了人生的一个个难关，战胜了命运强加给他的惊涛骇浪，而当他老了，知道自己的血再也没有人要时，精神却崩溃了。	余华（1960- ）当代作家。浙江海盐人，出生于浙江杭州，后来随父母迁居海盐县。中学毕业后，因父母是医生，作了牙医，五年后弃医从文，进入县文化馆和嘉兴文联，从此开始文学创作生涯。曾在北京鲁迅文学院与北师大中文系合办的研究生班深造，1984年开始发表小说。余华是中国先锋派小说的代表人物，与叶兆言、苏童等人齐名。作品有短篇小说集《十八岁出门远行》、《世事如烟》，长篇小说《活着》、《在细雨中呼喊》及《战栗》。	8.7 	155142	56.0%	37.9%	5.9%	0.2%	0.0%
82年生的金智英	[韩]赵南柱	贵州人民出版社	2019-9	9787221153159	https://img1.doubanio.com/view/subject/l/public/s33463759.jpg	NULL	NULL	7.9 	10876	26.0%	53.1%	19.2%	1.4%	0.3%
房思琪的初恋乐园	林奕含	北京联合出版公司	2018-1	9787559614636	https://img3.doubanio.com/view/subject/l/public/s29651121.jpg	NULL	NULL	9.2 	118012	66.6%	28.5%	4.4%	0.4%	0.2%
百年孤独	[哥伦比亚]加西亚·马尔克斯	南海出版公司	2011-6	9787544253994	https://img3.doubanio.com/view/subject/l/public/s6384944.jpg	《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。作品融入神话传说、民间故事、宗教典故等神秘因素，巧妙地糅合了现实与虚幻，展现出一个瑰丽的想象世界，成为20世纪最重要的经典文学巨著之一。1982年加西亚?马尔克斯获得诺贝尔文学奖，奠定世界级文学大师的地位，很大程度上乃是凭借《百年孤独》的巨大影响。	加西亚?马尔克斯（Gabriel García Márquez）1927年出生于哥伦比亚马格达莱纳海滨小镇阿拉卡塔卡。童年与外祖父母一起生活。1936年随父母迁居苏克雷。1947年考入波哥大国立大学。1948年因内战辍学，进入报界。五十年代开始发表文学作品。六十年代初移居墨西哥。1967年出版《百年孤独》。1982年获诺贝尔文学奖。	9.2 	238866	67.3%	26.0%	5.9%	0.5%	0.3%
骆驼祥子	老舍	人民文学出版社	2000-3-1	9787020028115	https://img3.doubanio.com/view/subject/l/public/s1146040.jpg	《骆驼祥子》是老舍用同情的笔触描绘的一幕悲剧：二十年代的北京，一个勤劳、壮实的底层社会小人物怀着发家、奋斗的美好梦想，却最终为黑暗的暴风雨所吞噬。它揭示了当时“小人物”的奴隶心理和希望的最终破灭。随着祥子心爱的女人小福子的自杀，祥子熄灭了个人奋斗的最后一朵火花。这是旧中国老北京贫苦市民的典型命运。	老舍（1899―1966），现代著名作家。出身北京贫民家庭，1924年赴英国教书，1930年回国后长期在青岛大学等校任教授。擅长表现北京下层人民的贫苦生活及其悲惨命运。主要作品有《骆驼祥子》、《四世同堂》、《月牙儿》等小说。解放后热情歌颂新社会，创作了《龙须沟》、《茶馆》等二十多个剧本以及大量的小说、散文、荣获“人民艺术家”称号。曾任全国人大代表、中国文联副主席等职。	8.4 	118169	41.7%	47.9%	9.9%	0.3%	0.1%
鲁滨逊漂流记	[英]丹尼尔·笛福	广西民族出版社	2002-1	9787536340497	https://img9.doubanio.com/view/subject/l/public/s1242786.jpg	《鲁滨逊飘流记》是18世纪英国作家达尼尔·笛福的代表作品，也是一部具有广泛的世界性影响的作品。	达尼尔·笛福1660年出生在人伦郭一个商人家庭，父亲经营屠宰业。笛福受过中等教育，信奉不属于英国国教的长老会教派。由于家庭的影响，新教学校的教育，他二十岁时已经成为一个体面的小商人了。	8.1 	129467	35.4%	47.7%	16.2%	0.6%	0.1%
月亮与六便士	[英]威廉·萨默塞特·毛姆	浙江文艺出版社	2017-1-1	9787533936020	https://img1.doubanio.com/view/subject/l/public/s29634528.jpg	“满地都是六便士，他却抬头看见了月亮。”	NULL	8.8 	107307	52.6%	37.9%	8.2%	0.9%	0.4%
盗墓笔记	南派三叔	中国友谊出版公司	2007-1	9787505722835	https://img3.doubanio.com/view/subject/l/public/s4442295.jpg	五十年前，一群长沙土夫子（盗墓贼）挖到一部战国帛书，残篇中记载了一座奇特的战国古墓的位置，但那群土夫子在地下碰上了诡异事件，几乎全部身亡。	南派三叔（1982年2月20日— ），本名徐磊，男，浙江人，现居杭州。超级畅销书作家。他的《盗墓笔记》系列与另一位作家的《鬼吹灯》系列共同开启了中国小说界的“盗墓时代”。	8.3 	141895	41.5%	42.0%	14.6%	1.4%	0.5%
人间失格	太宰治	吉林出版集团有限责任公司	2009-9	9787546302393	https://img9.doubanio.com/view/subject/l/public/s6100756.jpg	第一次，我喝酒喝得如此失态。	太宰治（1909－1948）	8.3 	155086	38.2%	44.7%	15.2%	1.4%	0.5%
白夜行	[日]东野圭吾	南海出版公司	2013-1-1	9787544258609	https://img1.doubanio.com/view/subject/l/public/s24514468.jpg	NULL	东野圭吾	9.2 	183249	69.7%	25.8%	4.0%	0.3%	0.2%
挪威的森林	[日]村上春树	上海译文出版社	2001-2	9787532725694	https://img3.doubanio.com/view/subject/l/public/s1228930.jpg	NULL	村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。	8.0 	293036	33.1%	44.8%	20.1%	1.6%	0.4%
边城	沈从文	北岳文艺出版社	2002-4	9787537823425	https://img1.doubanio.com/view/subject/l/public/s1595557.jpg	《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚如作者所言：“一切充满了善，然而到处是不凑巧。既然是不凑巧，因之素朴的善终难免产生悲剧。”	沈从文（1902-1988），小说家、散文家。原名沈岳焕，湖南凤凰人。1918年小学毕业后，随本乡土著部队在沅水流域各县生活，后正式参加军队。 1922年受五四运动影响离开军队到北京，学习写作。1924年起开始在北京《晨报》副刊、《现代评论》、《小说月报》发表作品。1934年至1935 年，在北京、天津编辑《大公报》文艺副刊。抗战爆发后在昆明西南联大任教。新中国成立后，在中国历史博物馆和故宫博物院工作。著有长篇小说《边城》、《长河》等，散文集《湘行散记》、《湘西》等。	8.6 	149252	47.4%	42.2%	9.7%	0.5%	0.1%
明朝那些事儿（壹）	当年明月	中国友谊出版公司	2006-9	9787505722460	https://img3.doubanio.com/view/subject/l/public/s1872653.jpg	从朱元璋的出身开始写起，到永乐大帝夺位的靖难之役结束为止。叙述了明朝最艰苦卓绝的开国过程。朱元璋pk陈友谅，谁堪问鼎天下？战太平、太湖大决战。卧榻之侧埋恶虎，铲除张士诚。徐达、常遇春等不世名将乘胜逐北破北元。更有明朝最大的谜团——永乐夺位、建文失踪的靖难之役。	当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。	8.7 	164361	54.3%	36.8%	8.0%	0.6%	0.3%
傲慢与偏见	[英]简·奥斯汀	人民文学出版社	1993-7	9787020040179	https://img3.doubanio.com/view/subject/l/public/s4250062.jpg	NULL	NULL	8.8 	158591	53.8%	36.5%	8.8%	0.6%	0.3%
恶意	[日]东野圭吾	南海出版公司	2009-6	9787544244428	https://img9.doubanio.com/view/subject/l/public/s3814606.jpg	畅销书作家在出国的前一晚于家中被杀。凶手很快落网，对罪行供认不讳、但求速死，却对作案动机语焉不详。	NULL	8.4 	161884	45.2%	43.0%	11.2%	0.6%	0.1%
霍乱时期的爱情	[哥伦比亚]加西亚·马尔克斯	南海出版公司	2012-9-1	9787544258975	https://img3.doubanio.com/view/subject/l/public/s11284102.jpg	★马尔克斯唯一正式授权，首次完整翻译	加西亚?马尔克斯（Gabriel García Márquez）	9.0 	141437	58.0%	33.3%	7.9%	0.6%	0.2%
老人与海	[美]欧内斯特·海明威	上海译文出版社	1999-10	9787532723447	https://img3.doubanio.com/view/subject/l/public/s1050021.jpg	本书讲述了一个渔夫的故事。古巴老渔夫圣地亚哥在连续八十四天没捕到鱼的情况下，终于独自钓上了一条大马林鱼，但这鱼实在大，把他的小船在海上拖了三天才筋疲力尽，被他杀死了绑在小船的一边。在归程中，他再遭到一条鲨鱼的袭击，最后回港时只剩鱼头鱼尾和一条脊骨。而在老圣地亚哥出海的日子里，他的忘年好友一直在海边忠诚地等待，满怀信心地迎接着他的归来。	NULL	8.4 	129747	42.2%	44.7%	12.3%	0.7%	0.1%
哈利·波特与魔法石	[英]J·K·罗琳	人民文学出版社	2000-9	9787020033430	https://img3.doubanio.com/view/subject/l/public/s1990480.jpg	一岁的哈利?波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一个肥胖、娇惯、欺负人的大块头，更是经常对哈利拳脚相加。哈利的“房间”是位于楼梯口的一个又暗又小的碗橱。十年来，从来没有人为他过过生日。	NULL	9.1 	154285	66.7%	26.5%	6.1%	0.4%	0.2%
三体Ⅱ	刘慈欣	重庆出版社	2008-5	9787536693968	https://img3.doubanio.com/view/subject/l/public/s3078482.jpg	三体人在利用魔法般的科技锁死了地球人的科学之后，庞大的宇宙舰队杀气腾腾地直扑太阳系，意欲清除地球文明。	刘慈欣，祖籍河南，长于山西，中国科普作家协会会员，山西省作家协会会员，高级工程师。	9.3 	194415	75.5%	20.6%	3.4%	0.4%	0.2%
简爱（英文全本）	[英]夏洛蒂·勃朗特	世界图书出版公司	2003-11	9787506261579	https://img9.doubanio.com/view/subject/l/public/s5924326.jpg	《简爱》是英国女作家夏洛蒂·勃朗特的代表作品。女主人公简爱是一个追赶求平等与自主的知识女性形象，小说以其感人的对于一位“灰姑娘式”人物奋斗史的刻划取胜，《简爱》也是女性文学的代表作品。	NULL	8.5 	167579	41.4%	43.9%	13.3%	1.0%	0.4%
三体Ⅲ	刘慈欣	重庆出版社	2010-11	9787229030933	https://img3.doubanio.com/view/subject/l/public/s26012674.jpg	与三体文明的战争使人类第一次看到了宇宙黑暗的真相，地球文明像一个恐惧的孩子，熄灭了寻友的篝火，在暗夜中发抖。自以为历经沧桑，其实刚刚蹒跚学步；自以为悟出了生存竞争的秘密，其实还远没有竞争的资格。	刘慈欣，祖籍河南，长于山西，中国科普作家协会会员，山西省作家协会会员，高级工程师。	9.2 	189337	71.0%	23.4%	4.8%	0.5%	0.3%
1984	[英]乔治·奥威尔	北京十月文艺出版社	2010-4-1	9787530210291	https://img1.doubanio.com/view/subject/l/public/s4371408.jpg	★村上春树以《1Q84》向本书致敬	NULL	9.3 	110634	72.4%	23.8%	3.5%	0.2%	0.1%
穆斯林的葬礼	霍达	北京十月文艺出版社	1988-12-1	9787530201244	https://img3.doubanio.com/view/subject/l/public/s1790771.jpg	一个穆斯林家族，六十年间的兴衰，三代人命运的沉浮，两个发生在不同时代、有着不同内容却又交错扭结的爱情悲剧。	NULL	8.1 	129300	41.6%	35.4%	16.4%	4.2%	2.4%
狼图腾	姜戎	长江文艺出版社	2004-4	9787535427304	https://img3.doubanio.com/view/subject/l/public/s1466042.jpg	NULL	姜戎，生于1946年，北京人。北京某大学研究人员。主业为政治经济学，偏重政治学方面。	8.2 	133672	40.6%	40.1%	15.3%	2.4%	1.6%
达·芬奇密码	[美]丹·布朗	上海人民出版社	2004-2	9787208050037	https://img3.doubanio.com/view/subject/l/public/s1513425.jpg	NULL	"丹·布朗（Dan Brown, 1964- ），美国畅销作家。毕业于阿默斯特学院，曾是一名英语教师。1996年开始写作，先后推出了《数字城堡》、《骗局》和《天使与魔鬼》3部小说，均取得了不错的销售成绩，其中以《天使与魔鬼》最为成功，奠定了他在小说界的地位。《达·芬奇密码》是他的第4部作品，出版后成为有史以来最为畅销的小说之一。布朗的作品已被翻译成多种文字，在世界范围内广为流传。"	8.2 	192569	36.6%	46.2%	16.0%	1.0%	0.3%
飘	[美]玛格丽特·米切尔	译林出版社	2000-9	9787806570920	https://img1.doubanio.com/view/subject/l/public/s1078958.jpg	小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环境的恶化，郝思嘉的叛逆个性越来越丰满，越鲜明，在一系列的的挫折中她改造了自我，改变了个人甚至整个家族的命运，成为时代时势造就的新女性的形象。	"米切尔（Margaret Mitchell, 1900-1949）美国女作家。出生于美国南部佐治亚州亚特兰大市。父亲是个律师，曾任亚特兰大历史协会主席。米切尔曾就读于华盛顿神学院、马萨诸塞州的史密斯学院。其后，她曾担任地方报纸《亚特兰大报》的记者。1925年与约翰·马尔什结婚，婚后辞去报职，潜心写作。"	9.3 	130939	70.0%	24.9%	4.5%	0.4%	0.3%
白鹿原	陈忠实	人民文学出版社	1997-12	9787020026906	https://img1.doubanio.com/view/subject/l/public/s9137567.jpg	这是一部渭河平原五十年变迁的雄奇史诗，一轴中国农村班斓多彩、触目惊心的长幅画卷。主人公六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代代争斗不已，上演了一幕幕惊心动魄的活剧：巧取风水地，恶施美人计，孝子为匪，亲翁杀媳，兄弟相煎，情人反目……大革命、日寇入侵、三年内战，白鹿原翻云覆雨，王旗变幻，家仇国恨交错缠结，冤冤相报代代不已……古老的土地在新生的阵痛中颤栗。厚重深邃的思想内容，复杂多变的人物性格，跌宕曲折的故事情节，绚丽多彩的风土人情，形成作品鲜明的艺术特色和令人震撼的真实感。	陈忠实，男，汉族，1942年8月出生，陕西西安人，1966年2月入党，1962年9月参加工作，高中学历，文学创作一级。曾任中国作协第五届全委会委员，陕西省作协主席、党组成员。《白鹿原》是其成名著作，其他代表作有短篇小说集《乡村》、《到老白杨树背后去》，以及文论集《创作感受谈》。 中篇小说集《初夏》、《四妹子》，《陈忠实小说自选集》，《陈忠实文集》，散文集《告别白鸽》等。1997年获茅盾文学奖，其中《白鹿原》被教育部列入“大学生必读”系列，已发行逾160万册，被改编成秦腔、话剧、舞剧、电影等多种艺术形式。2016年4月29日，陈忠实因病去世，享年73岁。2016年5月5日，陈忠实告别仪式在西安殡仪馆举行。	8.7 	92135	55.2%	36.7%	7.4%	0.5%	0.2%
无声告白	[美]伍绮诗	江苏凤凰文艺出版社	2015-7	9787539982830	https://img3.doubanio.com/view/subject/l/public/s28109182.jpg	NULL	NULL	8.2 	99781	33.3%	48.9%	16.3%	1.3%	0.3%
局外人	[法]阿尔贝·加缪	上海译文出版社	2010-8	9787532751471	https://img3.doubanio.com/view/subject/l/public/s4468484.jpg	《局外人》是加缪小说的成名作和代表作之一，堪称20世纪整个西方文坛最具有划时代意义最著名小说之一，“局外人”也由此成为整个西方文学-哲学中最经典的人物形象和最重要的关键词之一。	阿尔贝·加缪（Albert Camus，1913—1960），法国声名卓著的小说家、散文家和剧作家，“存在主义”文学的大师。1957年因“热情而冷静地阐明了当代向人类良知提出的种种问题”而获诺贝尔文学奖，是有史以来最年轻的诺奖获奖作家之一。加缪在他的小说、戏剧、随笔和论著中深刻地揭示出人在异己的世界中的孤独、个人与自身的日益异化，以及罪恶和死亡的不可避免，但他在揭示出世界的荒诞的同时却并不绝望和颓丧，他主张要在荒诞中奋起反抗，在绝望中坚持真理和正义，他为世人指出了一条基督教和马克思主义以外的自由人道主义道路。他直面惨淡人生的勇气，他“知其不可而为之”的大无畏精神使他在第二次世界大战之后不仅在法国，而且在欧洲并最终在全世界成为他那一代人的代言人和下一代人的精神导师。	9.0 	93779	59.3%	33.9%	6.3%	0.4%	0.1%
三国演义（全二册）	罗贯中	人民文学出版社	1998-05	9787020008728	https://img3.doubanio.com/view/subject/l/public/s1076932.jpg	NULL	罗贯中（约1330—约1400），汉族，名本，字贯中，号湖海散人。山西太原人，一说钱塘（现在浙江杭州）或庐陵（现在江西吉安）人。元末明初著名小说家、戏曲家，是中国章回小说的鼻祖。一生著作颇丰，主要作品有：剧本《赵太祖龙虎风云会》《忠正孝子连环谏》、《三平章死哭蜚虎子》；小说《隋唐两朝志传》《残唐五代史演义》《三遂平妖传》《粉妆楼》、和施耐庵合著的《水浒传》、代表作《三国演义》等。	9.2 	99550	71.8%	23.1%	4.6%	0.3%	0.1%
牧羊少年奇幻之旅	[巴西]保罗·柯艾略	南海出版公司	2009-3-1	9787544244190	https://img1.doubanio.com/view/subject/l/public/s3668327.jpg	牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间奇遇不断，在一位炼金术士的指引下，他终于到达金字塔前，悟出了宝藏的真正所在……	保罗·柯艾略1947出生于巴西里约热内卢。少年时代，因叛逆，被视为精神疾病受到三次电击治疗；青年时代，因反对政治独裁，被投进监狱；1986年，38岁的他踏上去往圣城圣地亚哥之路，心灵顿悟。	8.6 	102333	47.2%	37.1%	13.5%	1.7%	0.5%
城南旧事	关维兴图	中国青年出版社	2003-7	9787500652045	https://img1.doubanio.com/view/subject/l/public/s2654869.jpg	NULL	林海音（1918-2001），现代女作家。她原籍台湾苗栗，生于日本，长于北京。1960年以小说《城南旧事》成名。林海音不仅创作了许多小说和散文作品，她在出版业上亦有许多成绩。从1951年开始，她主编《联合报》副刊10年，树立了编辑的典范，提升了文艺副刊的水准和地位；1961年创办“纯文学出版社”，发掘鼓励许许多多的年轻作家。	9.0 	72969	58.8%	34.6%	6.3%	0.2%	0.1%
了不起的盖茨比	菲茨杰拉德	人民文学出版社	2004-06	9787020046089	https://img3.doubanio.com/view/subject/l/public/s1005875.jpg	盖茨比为了久久地抱着的一个梦而付出了很高的代价。他死后，尼克发觉是汤姆暗中挑拨威尔逊去杀死盖茨比。他感到东部鬼影幢幢，世态炎凉，便决定回中西部老家去。这是一个简单的故事，却有着极悲凉的人生况味。	《了不起的盖茨比》(名著名译插图本)弗·司各特·菲茨杰拉德（1896-1940），美国二十世纪最杰出的作家之一。《了不起的盖茨比》是他最著名的代表作。二十世纪二十年代的美国，空气里弥漫着欢歌与纵饮的气息。一个偶然的机会，穷职员尼克闯入了挥金如土的大富翁盖茨比隐秘的世界，惊讶地发现，他内心惟一的牵绊竟是对河岸那盏小小的绿灯——灯影婆娑中，住着心爱的黛西。然而，冰冷的现实容不下缥缈的梦，到头来，盖茨比心中的女神只不过是凡尘俗世的物质女郎。当一切真相大白，盖茨比的悲剧人生亦如烟花般，璀璨只是一瞬，幻灭才是永恒。一阕华丽的“爵士时代”的挽歌，在菲茨杰拉德笔下，如诗如梦，在美国当代文学史上留下了墨色浓重的印痕。	8.4 	91925	41.1%	44.6%	13.4%	0.8%	0.2%
佛兰德镜子	dome	后浪丨四川文艺出版社	2019-9	9787541154478	https://img3.doubanio.com/view/subject/l/public/s33450463.jpg	NULL	NULL	8.1 	772	35.9%	44.9%	15.5%	3.0%	0.6%
默读	Priest	百花洲文艺出版社	2018-1	9787550025103	https://img1.doubanio.com/view/subject/l/public/s29663109.jpg	童年，成长经历，家庭背景，社会关系，创伤……	Priest	8.4 	20889	59.5%	31.0%	7.8%	1.0%	0.6%
天才在左 疯子在右	高铭	武汉大学出版社	2010-2	9787307075429	https://img1.doubanio.com/view/subject/l/public/s6340977.jpg	本书以访谈录的形式记载了生活在另一个角落的人群（精神病患者、心理障碍者等边缘人）深刻、视角独特的所思所想，让人们可以了解到疯子抑或天才真正的内心世界。此书是国内第一本具有人文情怀的精神病患谈访录。内容涉及生理学、心理学、佛学、宗教、量子物理、符号学以及玛雅文明和预言等众多领域。	高铭，男，汉族。生于上世纪70年代的北京。目前任职于某公司项目总监。	8.1 	202762	35.5%	37.0%	18.8%	4.7%	4.0%
长安十二时辰 上	马伯庸	湖南文艺出版社	2017-1-1	9787540478315	https://img3.doubanio.com/view/subject/l/public/s29247343.jpg	唐天宝三年，元月十四日，长安。	NULL	8.4 	34134	34.1%	50.3%	14.2%	1.1%	0.2%
不能承受的生命之轻	[捷克]米兰·昆德拉	上海译文出版社	2003-7	9787532731077	https://img1.doubanio.com/view/subject/l/public/s1091698.jpg	《不能承受的生命之轻》是米兰·昆德拉最负盛名的作品。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但它不是一个男人和两个女人的三角性爱故事，它是一部哲理小说，小说从“永恒轮回”的讨论开始，把读者带入了对一系列问题的思考中，比如轻与重、灵与肉。	NULL	8.5 	188321	41.6%	43.4%	13.7%	1.0%	0.3%
失踪的孩子	[意]埃莱娜·费兰特	99读书人|人民文学出版社	2018-7	9787020139927	https://img1.doubanio.com/view/subject/l/public/s29799269.jpg	NULL	NULL	9.1 	22581	64.0%	29.7%	5.7%	0.4%	0.2%
