电影详情链接	图片链接	影片中文名	影片外文名	评分	评价数	概况	相关信息
https://movie.douban.com/subject/1292679/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg	春光乍泄	春光乍洩	8.9	499556	爱情纠缠，男女一致	导演:王家卫KarWaiWong主演:张国荣LeslieCheung梁朝伟TonyLeu...1997中国香港日本韩国剧情爱情同性
https://movie.douban.com/subject/3011235/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg	哈利·波特与死亡圣器(下)	HarryPotterandtheDeathlyHallows:Part2	8.9	620934	10年的完美句点	导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...2011美国英国奇幻冒险
https://movie.douban.com/subject/1294371/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg	摩登时代	ModernTimes	9.3	230038	大时代中的人生，小人物的悲喜	导演:查理·卓别林CharlesChaplin主演:查理·卓别林CharlesChaplin...1936美国剧情喜剧爱情
https://movie.douban.com/subject/1787291/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg	被嫌弃的松子的一生	嫌われ松子の一生	8.9	589466	以戏谑来戏谑戏谑	导演:中岛哲也TetsuyaNakashima主演:中谷美纪MikiNakatani瑛太E...2006日本剧情歌舞
https://movie.douban.com/subject/1652587/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg	阿凡达	Avatar	8.7	1047384	绝对意义上的美轮美奂	导演:詹姆斯·卡梅隆JamesCameron主演:萨姆·沃辛顿SamWorthington...2009美国英国动作科幻冒险
https://movie.douban.com/subject/1302425/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg	喜剧之王	喜劇之王	8.8	766556	我是一个演员	导演:周星驰StephenChow李力持Lik-ChiLee主演:周星驰StephenCh...1999中国香港喜剧剧情爱情
https://movie.douban.com/subject/1297192/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg	致命ID	Identity	8.8	639370	最不可能的那个人永远是最可能的	导演:詹姆斯·曼高德JamesMangold主演:约翰·库萨克JohnCusack雷...2003美国剧情悬疑惊悚
https://movie.douban.com/subject/1292370/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg	剪刀手爱德华	EdwardScissorhands	8.7	880949	浪漫忧郁的成人童话	导演:蒂姆·波顿TimBurton主演:约翰尼·德普JohnnyDepp薇诺娜·...1990美国剧情奇幻爱情
https://movie.douban.com/subject/1300299/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p657823840.jpg	杀人回忆	?????	8.9	540832	关于连环杀人悬案的集体回忆	导演:奉俊昊Joon-hoBong主演:宋康昊Kang-hoSong金相庆Sang-kyun...2003韩国剧情动作犯罪悬疑惊悚
https://movie.douban.com/subject/1298070/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg	加勒比海盗	PiratesoftheCaribbean:TheCurseoftheBlackPearl	8.8	699835	约翰尼·德普的独角戏	导演:戈尔·维宾斯基GoreVerbinski主演:约翰尼·德普JohnnyDepp...2003美国动作冒险奇幻
https://movie.douban.com/subject/1294639/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg	勇敢的心	Braveheart	8.9	481993	史诗大片的典范	导演:梅尔·吉布森MelGibson主演:梅尔·吉布森MelGibson苏菲·玛...1995美国动作传记剧情历史战争
https://movie.douban.com/subject/6985810/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg	狩猎	Jagten	9.1	296991	人言可畏	导演:托马斯·温特伯格ThomasVinterberg主演:麦斯·米科尔森MadsMik...2012丹麦瑞典剧情
https://movie.douban.com/subject/26799731/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg	请以你的名字呼唤我	CallMebyYourName	8.9	535406	沉醉在电影的情感和视听氛围中无法自拔	导演:卢卡·瓜达尼诺LucaGuadagnino主演:艾米·汉莫ArmieHammer...2017意大利法国巴西美国荷兰德国剧情爱情同性
https://movie.douban.com/subject/1292215/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg	天使爱美丽	Lefabuleuxdestind'AméliePoulain	8.7	834216	法式小清新	导演:让-皮埃尔·热内Jean-PierreJeunet主演:奥黛丽·塔图AudreyTau...2001法国德国剧情喜剧爱情
https://movie.douban.com/subject/1418834/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg	断背山	BrokebackMountain	8.8	586292	每个人心中都有一座断背山	导演:李安AngLee主演:希斯·莱杰HeathLedger杰克·吉伦哈尔Jake...2005美国加拿大剧情爱情同性家庭
https://movie.douban.com/subject/1865703/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg	红辣椒	パプリカ	9.0	335860	梦的勾结	导演:今敏SatoshiKon主演:林原惠美MegumiHayashibara江守彻Toru...2006日本动画悬疑科幻惊悚
https://movie.douban.com/subject/10777687/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg	7号房的礼物	7?????	8.9	432252	《我是山姆》的《美丽人生》	导演:李焕庆Hwan-kyeongLee主演:柳承龙Seung-yongRyoo朴信惠Shi...2013韩国剧情喜剧家庭
https://movie.douban.com/subject/1297359/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg	幽灵公主	もののけ姫	8.9	432817	人与自然的战争史诗	导演:宫崎骏HayaoMiyazaki主演:松田洋治Y?jiMatsuda石田百合...1997日本动画奇幻冒险
https://movie.douban.com/subject/25814705/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg	小森林夏秋篇	リトル?フォレスト夏?秋	9.0	339293	那些静得只能听见呼吸的日子里，你明白孤独即生活	导演:森淳一JunichiMori主演:桥本爱AiHashimoto三浦贵大Takahir...2014日本剧情
https://movie.douban.com/subject/1297630/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg	第六感	TheSixthSense	8.9	439773	深入内心的恐怖，出人意料的结局	导演:M·奈特·沙马兰M.NightShyamalan主演:布鲁斯·威利斯BruceWi...1999美国剧情悬疑惊悚
https://movie.douban.com/subject/1291875/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg	阳光灿烂的日子	  	8.8	498041	一场华丽的意淫	导演:姜文WenJiang主演:夏雨YuXia宁静JingNing陶虹HongTao1994中国大陆中国香港剧情爱情
https://movie.douban.com/subject/1291999/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg	重庆森林	重慶森林	8.8	634950	寂寞没有期限	导演:王家卫KarWaiWong主演:林青霞BrigitteLin金城武TakeshiK...1994中国香港剧情爱情
https://movie.douban.com/subject/1306249/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg	唐伯虎点秋香	唐伯虎點秋香	8.7	839183	华太师是黄霑，吴镇宇四大才子之一	导演:李力持Lik-ChiLee主演:周星驰StephenChow巩俐LiGong陈...1993中国香港喜剧爱情古装
https://movie.douban.com/subject/5322596/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg	超脱	Detachment	8.9	387962	穷尽一生，我们要学会的，不过是彼此拥抱	导演:托尼·凯耶TonyKaye主演:艾德里安·布洛迪AdrienBrody马西...2011美国剧情
https://movie.douban.com/subject/1296339/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg	爱在黎明破晓前	BeforeSunrise	8.8	493911	缘分是个连绵词，最美不过一瞬	导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...1995美国奥地利瑞士剧情爱情
https://movie.douban.com/subject/25814707/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg	小森林冬春篇	リトル?フォレスト冬?春	9.0	304542	尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态	导演:森淳一JunichiMori主演:桥本爱AiHashimoto三浦贵大Takahir...2015日本剧情
https://movie.douban.com/subject/2149806/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1583839859.jpg	入殓师	おくりびと	8.9	475696	死可能是一道门，逝去并不是终结，而是超越，走向下一程	导演:泷田洋二郎Y?jir?Takita主演:本木雅弘MasahiroMotoki...2008日本剧情
https://movie.douban.com/subject/1292434/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg	一一	  	9.1	284619	我们都曾经是一一	导演:杨德昌EdwardYang主演:吴念真李凯莉KellyLee金燕玲Elai...2000中国台湾日本剧情爱情家庭
https://movie.douban.com/subject/21318488/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg	消失的爱人	GoneGirl	8.7	720619	年度最佳datemovie	导演:大卫·芬奇DavidFincher主演:本·阿弗莱克BenAffleck罗莎蒙...2014美国剧情犯罪悬疑惊悚
https://movie.douban.com/subject/1291543/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg	功夫	  	8.7	807552	警恶惩奸，维护世界和平这个任务就交给你了，好吗？	导演:周星驰StephenChow主演:周星驰StephenChow元秋QiuYuen...2004中国大陆中国香港动作喜剧犯罪奇幻
https://movie.douban.com/subject/3395373/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg	蝙蝠侠：黑暗骑士崛起	TheDarkKnightRises	8.8	573696	诺兰就是保证	导演:克里斯托弗·诺兰ChristopherNolan主演:克里斯蒂安·贝尔Christ...2012美国英国剧情动作科幻犯罪惊悚
https://movie.douban.com/subject/1293359/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg	菊次郎的夏天	菊次郎の夏	8.8	453807	从没见过那么流氓的温柔，从没见过那么温柔的流氓	导演:北野武TakeshiKitano主演:北野武TakeshiKitano关口雄介Yus...1999日本剧情喜剧
https://movie.douban.com/subject/1297052/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg	侧耳倾听	耳をすませば	8.9	369365	少女情怀总是诗	导演:近藤喜文YoshifumiKondo主演:本名阳子YoukoHonna小林桂树K...1995日本剧情爱情动画
https://movie.douban.com/subject/26874505/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2544912792.jpg	人生果实	人生フルーツ	9.5	129689	土壤没有落叶不会肥沃，没有了你就不算人生	导演:伏原健之KenshiFushihara主演:津端修一Sh?ichiTsubata津...2017日本纪录片
https://movie.douban.com/subject/1297447/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg	倩女幽魂	  	8.7	587573	两张绝世的脸	导演:程小东Siu-TungChing主演:张国荣LeslieCheung王祖贤JoeyW...1987中国香港爱情奇幻武侠古装
https://movie.douban.com/subject/1292337/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg	无人知晓	誰も知らない	9.1	231188	我的平常生活就是他人的幸福	导演:是枝裕和HirokazuKoreeda主演:柳乐优弥Y?yaYagira北浦爱...2004日本剧情
https://movie.douban.com/subject/11026735/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg	超能陆战队	BigHero6	8.7	804256	Balalala~~~	导演:唐·霍尔DonHall克里斯·威廉姆斯ChrisWilliams主演:斯科特...2014美国喜剧动作科幻动画冒险
https://movie.douban.com/subject/1305164/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg	甜蜜蜜	  	8.9	417775	相逢只要一瞬间，等待却像是一辈子	导演:陈可辛PeterChan主演:黎明LeonLai张曼玉MaggieCheung...1996中国香港剧情爱情
https://movie.douban.com/subject/4202302/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg	借东西的小人阿莉埃蒂	借りぐらしのアリエッティ	8.8	437146	曾经的那段美好会沉淀为一辈子的记忆	导演:米林宏昌HiromasaYonebayashi主演:志田未来MiraiShida神木...2010日本动画奇幻冒险
https://movie.douban.com/subject/5989818/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg	萤火之森	蛍火の杜へ	8.9	409805	触不到的恋人	导演:大森贵弘TakahiroOmori主演:佐仓绫音AyaneSakura内山昂辉K...2011日本剧情爱情动画奇幻
https://movie.douban.com/subject/1291990/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg	爱在日落黄昏时	BeforeSunset	8.8	412669	九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖	导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...2004美国法国剧情爱情
https://movie.douban.com/subject/1300992/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg	完美的世界	APerfectWorld	9.1	221334	坏人的好总是比好人的好来得更感人	导演:克林特·伊斯特伍德ClintEastwood主演:凯文·科斯特纳KevinCos...1993美国剧情犯罪
https://movie.douban.com/subject/1291544/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg	哈利·波特与阿兹卡班的囚徒	HarryPotterandthePrisonerofAzkaban	8.8	491809	不一样的导演，不一样的哈利·波特	导演:AlfonsoCuarón主演:丹尼尔·雷德克里夫DanielRadcliffeEmma...2004英国美国奇幻冒险
https://movie.douban.com/subject/3072124/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg	玛丽和马克思	MaryandMax	8.9	360229	你是我最好的朋友，你是我唯一的朋友	导演:亚当·艾略特AdamElliot主演:托妮·科莱特ToniCollette菲利...2009澳大利亚剧情喜剧动画
https://movie.douban.com/subject/2353023/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg	驯龙高手	HowtoTrainYourDragon	8.7	613372	和谐的生活离不开摸头与被摸头	导演:迪恩·德布洛斯DeanDeBlois克里斯·桑德斯ChrisSanders主演:...2010美国动画奇幻冒险
https://movie.douban.com/subject/1292274/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg	幸福终点站	TheTerminal	8.8	437629	有时候幸福需要等一等	导演:史蒂文·斯皮尔伯格StevenSpielberg主演:汤姆·汉克斯TomHanks...2004美国喜剧剧情爱情
https://movie.douban.com/subject/4268598/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg	告白	  	8.7	574820	没有一人完全善，也没有一人完全恶	导演:中岛哲也TetsuyaNakashima主演:松隆子TakakoMatsu冈田将生...2010日本剧情悬疑
https://movie.douban.com/subject/1291545/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg	大鱼	BigFish	8.8	463410	抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的	导演:蒂姆·波顿TimBurton主演:伊万·麦克格雷格EwanMcGregor阿...2003美国剧情家庭奇幻冒险
https://movie.douban.com/subject/4917726/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg	阳光姐妹淘	??	8.8	498287	再多各自牛逼的时光，也比不上一起傻逼的岁月	导演:姜炯哲Hyeong-CheolKang主演:沈恩京Eun-kyungShim闵孝琳Hy...2011韩国剧情喜剧
https://movie.douban.com/subject/1316510/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg	射雕英雄传之东成西就	射鵰英雄傳之東成西就	8.7	520729	百看不厌	导演:刘镇伟JeffreyLau主演:梁朝伟TonyLeungChiuWai林青霞Bri...1993中国香港喜剧奇幻武侠古装
https://movie.douban.com/subject/1428581/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515539487.jpg	天书奇谭	  	9.2	183044	传奇的年代，醉人的童话	导演:王树忱ShuchenWang钱运达YundaQian主演:丁建华JianhuaDin...1983(中国大陆)中国大陆动画奇幻
https://movie.douban.com/subject/21360417/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg	恐怖直播	??????	8.8	518455	恐怖分子的“秋菊打官司”	导演:金秉祐Byeong-wooKim主演:河正宇Jung-wooHa李璟荣Kyeong-y...2013韩国剧情犯罪悬疑
https://movie.douban.com/subject/1291579/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg	怪兽电力公司	"Monsters,Inc."	8.7	524937	不要给它起名字，起了名字就有感情了	导演:彼特·道格特PeteDocter大卫·斯沃曼DavidSilverman主演:约...2001美国儿童喜剧动画奇幻冒险
https://movie.douban.com/subject/3287562/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg	神偷奶爸	DespicableMe	8.6	781320	Mr.IDon'tCare其实也有Care的时候	导演:皮艾尔·柯芬PierreCoffin克里斯·雷纳德ChrisRenaud主演:...2010美国法国喜剧动画冒险
https://movie.douban.com/subject/1296996/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg	哈利·波特与密室	HarryPotterandtheChamberofSecrets	8.7	515634	魔法的密室之门已打开...	导演:ChrisColumbus主演:丹尼尔·雷德克里夫DanielRadcliffe艾玛...2002美国英国德国奇幻冒险
https://movie.douban.com/subject/1858711/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg	玩具总动员3	ToyStory3	8.9	405268	跨度十五年的欢乐与泪水	导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks蒂姆·艾...2010美国喜剧动画奇幻冒险
https://movie.douban.com/subject/1418200/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg	傲慢与偏见	Pride&amp;Prejudice	8.6	623758	爱是摈弃傲慢与偏见之后的曙光	导演:乔·怀特JoeWright主演:凯拉·奈特莉KeiraKnightley马修·...2005法国英国美国剧情爱情
https://movie.douban.com/subject/10577869/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg	时空恋旅人	AboutTime	8.8	465327	把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福	导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格里森DomhnallGl...2013英国喜剧爱情奇幻
https://movie.douban.com/subject/1294240/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg	教父3	TheGodfather:PartIII	8.9	281156	任何信念的力量，都无法改变命运	导演:弗朗西斯·福特·科波拉FrancisFordCoppola主演:阿尔·帕西诺A...1990美国剧情犯罪
https://movie.douban.com/subject/25986180/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg	釜山行	???	8.6	934572	揭露人性的丧尸题材力作	导演:延尚昊Sang-hoYeon主演:孔侑YooGong郑有美Yu-miJung马...2016韩国动作惊悚灾难
https://movie.douban.com/subject/26325320/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg	血战钢锯岭	HacksawRidge	8.7	643122	优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争	导演:梅尔·吉布森MelGibson主演:安德鲁·加菲尔德AndrewGarfield...2016澳大利亚美国剧情传记历史战争
https://movie.douban.com/subject/1307315/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg	哪吒闹海	  	9.1	200993	想你时你在闹海	导演:严定宪DingxianYan王树忱ShuchenWang主演:梁正晖Zhenghui...1979中国大陆冒险动画奇幻
https://movie.douban.com/subject/6307447/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg	被解救的姜戈	DjangoUnchained	8.7	482756	热血沸腾，那个低俗、性感的无耻混蛋又来了	导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx...2012美国剧情动作西部冒险
https://movie.douban.com/subject/1295399/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg	七武士	七人の侍	9.3	152782	时代悲歌	导演:黑泽明AkiraKurosawa主演:三船敏郎Toshir?Mifune志村乔...1954日本动作冒险剧情
https://movie.douban.com/subject/26628357/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg	一个叫欧维的男人决定去死	EnmansomheterOve	8.9	327048	惠及一生的美丽	导演:汉内斯·赫尔姆HannesHolm主演:罗夫·拉斯加德RolfLassg?rd...2015瑞典剧情
https://movie.douban.com/subject/1303037/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg	喜宴	囍宴	8.9	272053	中国家庭的喜怒哀乐忍	导演:李安AngLee主演:赵文瑄WinstonChao郎雄SihungLung归亚...1993中国台湾美国剧情喜剧爱情同性家庭
https://movie.douban.com/subject/1417598/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565332644.jpg	电锯惊魂	Saw	8.7	412343	真相就在眼前	导演:詹姆斯·温JamesWan主演:雷·沃纳尔LeighWhannell加利·艾...2004美国悬疑惊悚恐怖
https://movie.douban.com/subject/1291585/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg	风之谷	風の谷のナウシカ	8.9	302038	动画片的圣经	导演:宫崎骏HayaoMiyazaki主演:岛本须美SumiShimamoto松田洋治Y...1984日本动画奇幻冒险
https://movie.douban.com/subject/1306861/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg	我是山姆	IAmSam	8.9	250749	爱并不需要智商	导演:杰茜·尼尔森JessieNelson主演:SeanPennDakotaFanningMi...2001美国剧情家庭
https://movie.douban.com/subject/4920389/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg	头号玩家	ReadyPlayerOne	8.6	1116351	写给影迷，动漫迷和游戏迷的一封情书	导演:史蒂文·斯皮尔伯格StevenSpielberg主演:泰伊·谢里丹TyeSheri...2018美国动作科幻冒险
https://movie.douban.com/subject/1297574/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg	英雄本色	  	8.7	413045	英雄泪短，兄弟情长	导演:吴宇森JohnWoo主演:周润发Yun-FatChow狄龙LungTi张国...1986中国香港剧情动作犯罪
https://movie.douban.com/subject/1292208/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg	上帝之城	CidadedeDeus	9.0	249570	被上帝抛弃了的上帝之城	导演:费尔南多·梅里尔斯FernandoMeirelles卡迪亚·兰德KátiaLund&amp;nbsp...2002巴西法国犯罪剧情
https://movie.douban.com/subject/1395091/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg	未麻的部屋	PerfectBlue	9.0	227643	好的剧本是，就算你猜到了结局也猜不到全部	导演:今敏SatoshiKon主演:岩男润子JunkoIwao松本梨香RicaMatsu...1997日本动画奇幻惊悚
https://movie.douban.com/subject/1578507/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg	谍影重重3	TheBourneUltimatum	8.8	343313	像吃了苏打饼一样干脆的电影	导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon...2007美国德国动作悬疑惊悚
https://movie.douban.com/subject/1907966/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg	疯狂原始人	TheCroods	8.7	697438	老少皆宜，这就是好莱坞动画的魅力	导演:科克·德·米科KirkDeMicco克里斯·桑德斯ChrisSanders主演...2013美国喜剧动画冒险
https://movie.douban.com/subject/1291822/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg	卢旺达饭店	HotelRwanda	8.9	246752	当这个世界闭上双眼，他却敞开了怀抱	导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle苏菲·奥...2004英国南非意大利剧情传记历史战争
https://movie.douban.com/subject/26611804/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg	三块广告牌	"ThreeBillboardsOutsideEbbing,Missouri"	8.7	667537	怼天怼地，你走后，她与世界为敌	导演:马丁·麦克唐纳MartinMcDonagh主演:弗兰西斯·麦克多蒙德France...2017美国英国剧情犯罪
https://movie.douban.com/subject/1295409/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg	纵横四海	緃横四海	8.8	329444	香港浪漫主义警匪动作片的巅峰之作	导演:吴宇森JohnWoo主演:周润发Yun-FatChow张国荣LeslieCheung...1991中国香港剧情喜剧动作犯罪
https://movie.douban.com/subject/1291557/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg	花样年华	花樣年華	8.7	462909	偷情本没有这样美	导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai张曼玉Ma...2000中国香港剧情爱情
https://movie.douban.com/subject/3792799/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg	岁月神偷	歲月神偷	8.7	494189	岁月流逝，来日可追	导演:罗启锐AlexLaw主演:吴君如SandraNg任达华SimonYam钟绍...2010中国香港中国大陆剧情家庭
https://movie.douban.com/subject/1793929/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg	达拉斯买家俱乐部	DallasBuyersClub	8.8	360391	JaredLeto的腿比女人还美！	导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...2013美国剧情传记同性
https://movie.douban.com/subject/10463953/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg	模仿游戏	TheImitationGame	8.7	490398	他给机器起名“克里斯托弗”，因为这是他初恋的名字	导演:莫滕·泰杜姆MortenTyldum主演:本尼迪克特·康伯巴奇BenedictC...2014英国美国剧情传记战争同性
https://movie.douban.com/subject/25917973/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg	心迷宫	  	8.7	397483	荒诞讽刺，千奇百巧，抽丝剥茧，百转千回	导演:忻钰坤YukunXin主演:霍卫民WeiminHuo王笑天XiaotianWang...2014中国大陆剧情犯罪悬疑
https://movie.douban.com/subject/1302467/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg	黑客帝国3：矩阵革命	TheMatrixRevolutions	8.8	342839	不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范	导演:AndyWachowskiLarryWachowski主演:基努·里维斯KeanuReeves...2003美国澳大利亚动作科幻
https://movie.douban.com/subject/10437779/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg	新世界	???	8.8	286508	要做就做得狠一点，这样才能活下去	导演:朴勋政Hoon-jungPark主演:李政宰Jung-JaeLee崔岷植Min-sik...2013韩国剧情犯罪
https://movie.douban.com/subject/1304447/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg	记忆碎片	Memento	8.6	496758	一个针管引发的血案	导演:克里斯托弗·诺兰ChristopherNolan主演:盖·皮尔斯GuyPearce...2000美国犯罪剧情悬疑惊悚
https://movie.douban.com/subject/10533913/	https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg	头脑特工队	InsideOut	8.7	475515	愿我们都不用长大，每一座城堡都能永远存在	导演:彼特·道格特PeteDocter罗纳尔多·德尔·卡门RonaldoDelCarmen&amp;nb...2015美国喜剧动画冒险
https://movie.douban.com/subject/24750126/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg	荒蛮故事	Relatossalvajes	8.8	342850	始于荒诞，止于更荒诞	导演:达米安·斯兹弗隆DamiánSzifron主演:达里奥·葛兰帝内提Darío...2014阿根廷西班牙剧情喜剧犯罪
https://movie.douban.com/subject/26683290/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg	你的名字。	君の名は。	8.4	1107584	穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”	导演:新海诚MakotoShinkai主演:神木隆之介Ry?nosukeKamiki上...2016日本剧情爱情动画
https://movie.douban.com/subject/1959195/	https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1576418852.jpg	忠犬八公物语	ハチ公物語	9.2	151730	养狗三日，便会对你终其一生	导演:Seijir?K?yama主演:山本圭KeiYamamoto井川比佐志Hisa...1987日本剧情
https://movie.douban.com/subject/1292401/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg	真爱至上	LoveActually	8.6	589361	爱，是个动词	导演:理查德·柯蒂斯RichardCurtis主演:休·格兰特HughGrant柯林...2003英国美国法国喜剧剧情爱情
